OrderID,CustomerOrderSatisfaction,OrderPriority,PaymentMethod_PayPal
540455,4.0,3,True
540455,4.0,3,True
540455,4.0,3,True
540455,4.0,3,True
540455,4.0,3,True
540455,4.0,3,True
540455,4.0,3,True
540455,4.0,3,True
540455,4.0,3,True
540455,4.0,3,True
540455,4.0,3,True
540455,4.0,3,True
540455,4.0,3,True
540455,4.0,3,True
540463,3.0,2,True
540463,3.0,2,True
540463,3.0,2,True
540463,3.0,2,True
540463,3.0,2,True
540463,3.0,2,True
540463,3.0,2,True
540463,3.0,2,True
540463,3.0,2,True
540463,3.0,2,True
540463,3.0,2,True
540463,3.0,2,True
540463,3.0,2,True
540463,3.0,2,True
540521,1.0,2,True
540521,1.0,2,True
540521,1.0,2,True
540521,1.0,2,True
540521,1.0,2,True
540521,1.0,2,True
540521,1.0,2,True
540521,1.0,2,True
540521,1.0,2,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540642,3.0,3,True
540688,3.0,3,False
540688,3.0,3,False
540688,3.0,3,False
540789,3.0,3,False
540824,,2,True
540824,,2,True
540824,,2,True
540824,,2,True
540824,,2,True
540824,,2,True
540824,,2,True
540824,,2,True
540824,,2,True
540824,,2,True
540824,,2,True
540824,,2,True
540835,2.0,2,False
540835,2.0,2,False
540835,2.0,2,False
540835,2.0,2,False
540835,2.0,2,False
540835,2.0,2,False
540835,2.0,2,False
540835,2.0,2,False
540835,2.0,2,False
540835,2.0,2,False
540851,,3,True
540851,,3,True
540851,,3,True
540851,,3,True
540851,,3,True
540851,,3,True
540851,,3,True
540972,2.0,2,False
540972,2.0,2,False
540972,2.0,2,False
540972,2.0,2,False
540972,2.0,2,False
540972,2.0,2,False
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
540976,2.0,3,True
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541120,,3,False
541121,2.0,2,True
541121,2.0,2,True
541121,2.0,2,True
541121,2.0,2,True
541121,2.0,2,True
541121,2.0,2,True
541121,2.0,2,True
541121,2.0,2,True
541121,2.0,2,True
541121,2.0,2,True
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541138,,3,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541405,,2,False
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541567,3.0,3,True
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541631,4.0,3,False
541857,4.0,2,True
541857,4.0,2,True
541857,4.0,2,True
541857,4.0,2,True
541857,4.0,2,True
541857,4.0,2,True
541857,4.0,2,True
541857,4.0,2,True
541857,4.0,2,True
541857,4.0,2,True
541857,4.0,2,True
541981,,2,True
541981,,2,True
541981,,2,True
541981,,2,True
541981,,2,True
541981,,2,True
541981,,2,True
541981,,2,True
541981,,2,True
542425,2.0,3,False
542425,2.0,3,False
542425,2.0,3,False
542425,2.0,3,False
542425,2.0,3,False
542425,2.0,3,False
542425,2.0,3,False
542425,2.0,3,False
542425,2.0,3,False
542425,2.0,3,False
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542433,3.0,2,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542535,1.0,3,True
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542629,4.0,3,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542735,1.0,2,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542904,3.0,3,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
542922,1.0,2,False
543030,3.0,3,True
543030,3.0,3,True
543030,3.0,3,True
543030,3.0,3,True
543030,3.0,3,True
543030,3.0,3,True
543030,3.0,3,True
543030,3.0,3,True
543030,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543188,3.0,3,True
543459,,3,True
543459,,3,True
543459,,3,True
543459,,3,True
543459,,3,True
543459,,3,True
543459,,3,True
543459,,3,True
543459,,3,True
543459,,3,True
543459,,3,True
543459,,3,True
543459,,3,True
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543484,3.0,3,False
543625,3.0,3,True
543625,3.0,3,True
543625,3.0,3,True
543625,3.0,3,True
543625,3.0,3,True
543625,3.0,3,True
543625,3.0,3,True
543625,3.0,3,True
543625,3.0,3,True
543625,3.0,3,True
543625,3.0,3,True
543625,3.0,3,True
544069,1.0,2,False
544069,1.0,2,False
544069,1.0,2,False
544069,1.0,2,False
544069,1.0,2,False
544069,1.0,2,False
544069,1.0,2,False
544069,1.0,2,False
544069,1.0,2,False
544069,1.0,2,False
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544115,,2,True
544200,1.0,2,False
544200,1.0,2,False
544200,1.0,2,False
544200,1.0,2,False
544200,1.0,2,False
544200,1.0,2,False
544200,1.0,2,False
544200,1.0,2,False
544200,1.0,2,False
544200,1.0,2,False
544200,1.0,2,False
544200,1.0,2,False
544200,1.0,2,False
544200,1.0,2,False
544200,1.0,2,False
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544355,4.0,3,True
544423,4.0,3,True
544470,,2,False
544470,,2,False
544470,,2,False
544470,,2,False
544470,,2,False
544470,,2,False
